,sentiment,text
1495,1,"""RIP Bo Dallas, we hardly knew you. Loved this. WWE RAW, Bo Dallas interrupt Brock Lesnar, Aug 24, 2015  _URL  via @YouTube"""
1496,1,"""Replaying WWE July 13. If i was J&amp;J securities, i would never try to mess with Brock Lesnar. He's cool. Omg"""
1497,1,"""Save the date, August 23 2015, #SummerSlam main event, The Undertaker Vs. Brock Lesnar..Gonna be EPIC..#WWE"""
1498,1,So Brock Lesnar is just going to throw every single person on the roster into the sun? Great. #RAW
1499,1,"""Ten sports , Brock lesnar is win the fight.because he diserved it. """"BELIEVE THAT""""#Raw sunday dhamal"""
1500,1,That brawl between undertaker and Brock Lesnar was crazy last Monday on Raw I want to see more
1501,1,That scrap between The Undertaker and Brock Lesnar on Monday Night Raw last night looked like the best craic ever
1502,1,"""The Undertaker and Brock Lesnar going at it on Monday Night Raw was unbelievable, another reason why I am fan of professional wrestling."""
1503,1,Undertaker Officially won but we know Brock Lesnar should be the Winner watch #Raw tomorrow night ! #SumerSlam #WWE  _URL 
1504,1,Undertaker vs Brock Lesnar may just be interesting #SummerSlam #Raw
1505,1,Undertaker vs Brock lesnar kesho sunday wah.. this is the fight of the century now .. i need to see the..  _URL 
1506,1,Very excited for @WWE #SummerSlam paperview this Sunday. Man I really hope the Undertaker tombstones Brock Lesnar back to the UFC
1507,1,"""WWE in Brock Lesnar's territory of Minneapolis, Minnesota! and fittingly #lesnarvstaker on Monday Night RAW. I love it! #SummerSlam"""
1508,1,What chaos between Brock Lesnar and Undertaker on Monday night Raw loved it can't wait for SummerSlam  _URL 
1509,1,Wishing Sunday was today. #SummerSlam Someone's going to hell tomorrow night. Either Brock Lesnar or Undertaker.
1510,1,Woah! What a way to kick off Monday Night Raw with Brock Lesnar!
1511,1,You already know Brock Lesnar will Beat/Win the Undertaker this sunday at Summer Slam lool mark my words
1512,1,You can sell your soul to the devil but your ass belongs to Brock Lesnar..@HeymanHustle..may just be the greatest ever to pick up a mic
1513,1,"""You can take UFC, MMA or heavyweight boxing but that Brock Lesnar vs Undertaker fight on @WWE may have been one of the best ever brawls."""
1514,1,Your soul may belong to the devil but your ass belongs to my client Brock Lesnar Undertaker my fav but that line was classic @HeymanHustle
1515,1,i guess its good to keep Brock Lesnar for the 3rd hour #keeppeoplewatching #RAW #WWE
1516,1,"""joabyxnx: Last Monday the Undertaker took Brock Lesnar back to kindergarten. Yes, I watch wrestling. #WWEBattleground"""
1517,1,"""just like the old times.. :D """"Brock Lesnar confronts The Undertaker: Raw, July 20, 2015""""  _URL """
1518,2,Can't wait for #RAW tomorrow! Brock Lesnar and Undertaker in the same arena?!? #WWE  _URL 
1519,2,Can't wait for Raw tomorrow night. Brock Lesnar and Undertaker both in the same arena. That's going to be awesome!
1520,2,"""First time ever you hear """"boos"""" for the undertaker! Brock Lesnar gonna beat his ass Sunday!! #WWERaw"""
1521,2,"""Just keep watching Brock Lesnar and Undertaker going at it on Monday. Absolutely brilliant! That's what went missing in the """"new era"""" #Brawl"""
1522,2,Seeing Undertaker laugh at Brock Lesnar may have been the greatest thing I have EVER SEEN! #BrockvsTaker #WWE #SummerSlam
1523,2,That was absolutely the most amazing episode of Monday Night #RAW #MINNEAPOLIS ALL HAIL BROCK LESNAR!! #BrockHomecoming
1524,2,Wwe MONDAY NIGHT RAW is going to be HILARIOUS I can't wait for this and BROCK LESNAR
1525,-1,Caitlyn Jenner May Face Manslaughter Charge in Malibu Crash I read it on @theneeds #video:  _URL 
1526,-1,What if we make a celebrity death match between Bruce Jenner vs Caitlyn Jenner??.. #OfficeTalk #Monday #Hollywood
1527,-1,#DescribeYourPhobia running into Caitlyn Jenner in the dark.. or the light.. or in the midday sun.. or at all. I'm scared of ghouls
1528,-1,"""@AnjaWintour i know, me too. This was the kakkest fake Monday ever. It could have been worse.. It could have had a photo of Caitlyn Jenner"""
1529,-1,@freakshow10 We are teaching kids that it's ok for guys to be in touch with their feminine side..and that Caitlyn Jenner may be a cow..
1530,-1,BREAKING NEWS: Caitlyn Jenner May Face Manslaughter Charges in Fatal Car Accident.good he ain't above the law.make him pay.
1531,-1,Because she's Caitlyn Jenner. Come to FL sistah where you can run someone over with no consequences.  _URL 
1532,-1,"""Bill Burr made gross transphobic jokes about Caitlyn Jenner on Conan: On Thursday, comedian Bill Burr appeared..  _URL """
1533,-1,"""But hey, Caitlyn Jenner may be a woman now but she was a rich white man not too long ago. The privilege never went away"""
1534,-1,Caitlyn Jenner Could Be Charged With Vehicular Manslaughter. She insists that she's innocent &amp; Bruce was the culprit!  _URL 
1535,-1,Caitlyn Jenner Fears Going To Jail More Than She Did Transitioning: Caitlyn Jenner may be going to jail and th..  _URL 
1536,-1,Caitlyn Jenner Sued for Manslaughter: Caitlyn Jenner was the cause of a 4 vehicle car crash on February 7th. R..  _URL 
1537,-1,"""Caitlyn Jenner and her ex-wife, Kris Jenner, have reportedly been feuding over everything under the sun, #Teamfollower #Follow #ifollowback"""
1538,-1,Caitlyn Jenner is accused of manslaughter in a crash during the Bruce era. Police may call it off after trouble locating a Bruce Jenner.
1539,-1,Caitlyn Jenner is being charges for vehicular manslaughter cause someone died in a car accident in February. Does she go to male or female
1540,-1,"""Caitlyn Jenner is distraught about the prospect of going to female prison. Bruce Jenner, however, is thrilled that his plan may have worked."""
1541,-1,Caitlyn Jenner may be charged with manslaughter after a fatal Malibu car crash  _URL 
1542,-1,Caitlyn Jenner may be charged with manslaughter for fatal crash: The accident occurred whe..  _URL  #cadillac #escalade
1543,-1,Caitlyn Jenner may be charged with manslaughter. But Bruce Jenner was driving. Doesn't that lead to a defense of mistaken sexual identity?
1544,-1,"""Caitlyn Jenner may be charged with manslaughter: When you are involved in a motor vehicle accident, you suffer..  _URL """
1545,-1,Caitlyn Jenner may be charged with vehicular manslaughter Guess women really can't drive
1546,-1,Caitlyn Jenner may be facing manslaughter charges n not cuz she cut off her junk!! :D #CouldntHelpMyself
1547,-1,Caitlyn Jenner may be going to jail for killing that chick: Caitlyn Jenner leaving The Nice Guy nightclub in W..  _URL 
1548,-1,Caitlyn Jenner may be responsible for the death of Jon Benet Ramsey (and someone else)  _URL  via @SFGate #LGBT
1549,-1,Caitlyn Jenner may be serving jail time? What's the bad news?
1550,-1,Caitlyn Jenner may face manslaughter charge in deadly crash  _URL  via @upishowbiz GOOD! So selfish not above the law #jail!
1551,-1,Caitlyn Jenner may face manslaughter charge?! I guess I don't get it. I mean sure her transition was intentional but Bruce is still alive..
1552,-1,Caitlyn Jenner may face manslaughter charges for her involvement in a car accident. Oh the irony.
1553,-1,Caitlyn Jenner may face manslaughter charges in fatal car accident: Prosecutors have recommended the TV star f..  _URL 
1554,-1,"""Caitlyn Jenner may face manslaughter charges in fatal crash, or as she called it, womanslaughter. @absrdNEWS"""
1555,-1,"""Caitlyn Jenner may face manslaughter charges, but on the bright side, her new vagina could still be tried as an adolescent."""
1556,-1,"""Caitlyn Jenner may face manslaughter charges, good get that experiment out of here I'm sick of looking at it"""
1557,-1,Caitlyn Jenner may face vehicular manslaughter charges. Only three months as a woman and already she can't fucking drive.
1558,-1,Caitlyn Jenner may have killed someone with her car but in her defense there was a problem with the tranny
1559,-1,"""Caitlyn Jenner may not be """"down"""" with gay marriage, but she should really understand that people are gonna see that as hypocritical."""
1560,-1,"""Caitlyn Jenner might get sued for $18.5M in Malibu incident: Washington D.C., Aug 29 : Adding to the Caitlyn J..  _URL """
1561,-1,"""Caitlyn Jenner opens up on Feb. 2015 accident, fears she may be forced into men's jail for manslaughter  _URL """
1562,-1,"""Caitlyn Jenner's car accident that killed someone was back in February, so I believe she was still big Brucey at that point"""
1563,-1,DJ DERRTY D SPORTS Caitlyn Jenner May Be Charged with Manslaughter in February Crash  _URL 
1564,-1,"""Heard on news: """"Caitlyn Jenner may be charged with manslaughter. Experts say her gender won't have any effect on charges"""" Seriously? #SMDH"""
1565,-1,"""I can't wait to watch it this august""""@BOOMBGUY: Everything about Caitlyn jenner irritates me.. When I see the ad of her reality tv show.."""
1566,-1,"""I don't care what you say. """"Caitlyn Jenner may be charged with manslaughter."""" makes me laugh every time I read it."""
1567,-1,I hear that Caitlyn Jenner may have to go to jail. I guess she committed MANslaughter! @embowlin @bassett_will  _URL 
1568,-1,I may talk my shit about Caitlyn Jenner. But I'm going to use her correct name and pronouns. That's the least I can do.
1569,-1,"""I sat down two men today and all they could talk about was how nasty Caitlyn Jenner, i found their sexuality even more disgusting than hers"""
1570,-1,"""I think making Caitlyn Jenner into a Halloween costume may be the definition of """"too soon.""""  _URL """
1571,-1,In case you're still calling Caitlyn Jenner a hero.  _URL 
1572,-1,It's looking possible that Caitlyn Jenner may be charged with manslaughter. Serious question: does she go to a male or female prison??
1573,-1,Just heard that Caitlyn Jenner may be charged with Manslaughter after being involved in a fata..  _URL  via @sickipedia
1574,-1,Just watched the Caitlyn Jenner shit for the 1st time.. Umm he still sound just like Bruce. NEVER WATCHING AGAIN
1575,-1,"""Me """"Caitlyn Jenner may get charged for manslaughter."""" @gillianhilton13 """"at least it's not women slaughter"""""
1576,-1,Prosecutors began reviewing evidence on Tuesday in the fatal crash involving Caitlyn Jenner:  _URL 
1577,-1,"""Regardless of how """"courageous"""" Caitlyn Jenner may be he still makes an ugly ass women lol"""
1578,-1,"""She may be trans, but she has 100 million to wipe away her tears from being discriminated against. I feel no sympathy for Caitlyn Jenner."""
1579,-1,"""Since the crash happened in February, that means that they can't charge Caitlyn jenner with manslaughter if Bruce jenner commited the crash."""
1580,-1,So Caitlyn Jenner may face man slaughter charges. He thought that the sex change would be easier for when she goes to prison
1581,-1,So Caitlyn Jenner may face manslaughter charges. The jokes just write themselves these days.. #TransCriminal
1582,-1,So Caitlyn Jenner may face manslaughter charges? Ironic she already slaughtered her manhood
1583,-1,The Sun calls reactions to the Caitlyn Jenner costume a 'fan meltdown':  _URL  [Paywall]
1584,-1,There's a 50/50 % chance that Caitlyn Jenner may be charged with manslaughter I should think so as well after what she did to poor Bruce
1585,-1,This is a trending topic: Caitlyn Jenner may face manslaughter charge You cannot make this stuff up.
1586,-1,This just in: Caitlyn Jenner may be charged in auto accident death.  _URL 
1587,-1,Why does she hella look like a mix of Jennifer Lawrence and Caitlyn Jenner in the 2nd pic omg  _URL 
1588,-1,Why is it that people talk more about Caitlyn Jenner's sex change and less about how she killed a person and may face manslaughter charges?
1589,-1,may i just state the irony of Caitlyn Jenner being charged with manslaughter charges?
1590,-1,yes the Caitlyn Jenner fancy dress is absolutely disgusting but what's worse is how close to October we actually are already
1591,-2,"""Caitlyn Jenner may face manslaughter charges """"good she manslaughtered her penis"""" -Brandon"""
1592,-2,@Caitlyn_Jenner @IAmCait I rather watch paint dry or stare at the sun. your show is 100% fake like you Caitlyn Jenner. tsktskshameshame!
1593,-2,"""In case you were wondering, Caitlyn Jenner is responsible for the death of a woman in a car crash in February. How courageous is she now?"""
1594,0,Caitlyn Jenner May Face Manslaughter Charges In Fatal Crash  _URL  Yeah he's real courageous alright..
1595,0,"""Mar, do you know that Caitlyn Jenner still has a ball sack? - my 7yr old cousin.."""
1596,0,Police to recommend Caitlyn Jenner face manslaughter charges for car crash. It's about bloody time.  _URL 
1597,0,#AFRICANBAZE: Kris and Caitlyn Jenner Take First Photo at Kylie's 18th Birthday Bash -- See the Family Pics!..  _URL 
1598,0,"""#AllLivesMatter .. White, Black, guy, girl or even a Caitlyn Jenner whatever that may be stop the violence 2k15"""
1599,0,#DailyRush Because you haven't heard Caitlyn Jenner's doorbell since Friday *Ding Dong*  _URL   _URL 
1600,0,"""#LGBTNews I am Cait: Sharing My Story with Caitlyn Jenner - Last night on I Am Cait, you may have noticed a few HR..  _URL """
1601,0,"""#MeTVCHiPs: Tonight's episode, ANYTHING BUT THE TRUTH is the 2nd episode aired to feature Caitlyn Jenner as a fill in for Erik Estrada."""
1602,0,#smdh.. see how shady America is.. 1st they were pouring out love for Caitlyn Jenner.. now reading all the HATE FILLED tweets.. #pathetic
1603,0,'Caitlyn Jenner' appeared on Thursday 20 at the 14th place in the Top20 of Miami's Trends:  _URL  #trndnl
1604,0,"""@AshleeBaracy I heard @DevinScillian &amp; @berniesmilovitz may have been in the office doing """"research"""" on Caitlyn Jenner"""
1605,0,@BigBrotherBossy @BBTEAMCALEB It's the 2nd time. He blocked me from his 2nd temp account regarding Caitlyn Jenner.  _URL 
1606,0,@DaisyMeriahh she look like every other 6th grader with a Caitlyn Jenner jaw line
1607,0,@Espngreeny Lets get a Kardashian or Caitlyn Jenner take a selfie by the dirty water. Then IOC may change.
1608,0,"""@IndieVersity Bruce Jenner may have; however, Caitlyn Jenner is teaching some &amp; reminding others about humanism &amp; compassion. #IAmCait"""
1609,0,@JulieChen why don't you do a 1st interview with Caitlyn Jenner that would give you that feeling that you want to do journalist work
1610,0,@Sam_Wong_11 see you tomorrow Caitlyn Jenner
1611,0,"""@lazylikelexi im tellin you I may have been single as long as Caitlyn Jenner was a man, but that don't mean I didn't"""
1612,0,@lrra on Saturday our new dudebro neighbours had a party and kept us up by having an angry loud fight on the deck about caitlyn Jenner
1613,0,@scrowder Came here from your Caitlyn Jenner article from June 1st. Totally agreed with you on it and other issues. Being PC goes too far.
1614,0,"""@vipulforsalman @khloekardashian Mother Kris, Daddy unknown with three daughters - Kim Khloe Kourtney This Caitlyn Jenner was 2nd husband"""
1615,0,"""A rumor alleges Caitlyn Jenner may appear on Season 4 of """"Orange is the New Black.""""  _URL  #tv #news  _URL """
1616,0,"""Always been strange for the Caitlyn Jenner narrative to glide over role in this recent, lethal car crash  _URL """
1617,0,Bruce I mean Caitlyn Jenner likes tradition..If he loses the dangly bits I May call him a her  _URL 
1618,0,Caitlyn Jenner &amp; Josh Duggar are trending.. c'mon twitter @twitter you're better than this! #disgustingtrends
1619,0,Caitlyn Jenner &amp; Kris Jenner Come Face-To-Face: The cameras were rolling as Caitlyn Jenner sat down with Kris ..  _URL 
1620,0,Caitlyn Jenner &amp; Kris Jenner pose together in 1st joint selfie. See the picture --&gt;  _URL   _URL 
1621,0,Caitlyn Jenner -- I Won't Answer Questions About the Crash .. For Now  _URL  via @TMZ
1622,0,Caitlyn Jenner May Face Manslaughter Chargesk!! the whole story:  _URL   _URL 
1623,0,"""Caitlyn Jenner Wants to Be Treated Like a """"Normal Woman"""" By a Man: Watch the I Am Cait Clip:  _URL  #Videos #May"""
1624,0,"""Caitlyn Jenner and Jazz Jennings are on the agenda for tomorrow's OSAMP Live, 4pm via Google- join us!  _URL """
1625,0,Caitlyn Jenner and Kris Jenner came face to face in public for the first time Friday night and it was all to..  _URL 
1626,0,Caitlyn Jenner and her son Brody had some kind words to say about one another as The Hills star celebrated his 32nd birthday on Friday.
1627,0,Caitlyn Jenner fears she may be sent to nen's prison over fatal car crash  _URL 
1628,0,"""Caitlyn Jenner fears she may have to serve in MEN'S prison, revealing she .. -  _URL   _URL """
1629,0,Caitlyn Jenner introduced the band Culture Club in Los Angeles on July 24 to a standing ovation.
1630,0,Caitlyn Jenner may as well donate her balls to the GOP since she doesn't need them &amp; the #GOP needs a pair.
1631,0,Caitlyn Jenner may be charged with manslaughter stemming from Fe - KXXV-TV .. - KXXV News Channel 25: KXXV Ne..  _URL 
1632,0,Caitlyn Jenner may face manslaughter charges: CAITLYN JENNER may be about to face manslaughter charges for her..  _URL 
1633,0,"""Caitlyn Jenner on #theneeds, check it out!  _URL """
1634,0,Caitlyn Jenner opens up about fatal car crash:  _URL  Jenner's interview with Lauer on Wednesday &amp; Thursday.
1635,0,"""Caitlyn Jenner responds to reports """"she"""" may be charged in fatal car wreak: """"They don't have the balls to charge me, but I still have mine!"""""
1636,0,"""Caitlyn Jenner sat on Ellen today &amp; was absolutely dismissive of gay marriage because she's in line with her """"conservative republican views"""""
1637,0,"""Caitlyn Jenner wears a swimming suit for the 1st time in public, but refuses a Kim Kardashian-type suit. MORE PHOTOS:  _URL """
1638,0,Caitlyn Jenner wears casual polo shirt and sun visor as she relaxes with a .. - Daily Mail  _URL   _URL 
1639,0,Caitlyn Jenner's February car crash: Sheriff says she violated manslaughter law  _URL  Put he / she in a kennel.
1640,0,Candis Cayne puts speculation to rest: She is just friends with Caitlyn Jenner 19 August 2015 By: Greg..  _URL 
1641,0,Chelsea Manning may face solitary confinement after caught with the Caitlyn Jenner Vanity Fair  _URL   _URL 
1642,0,Comment passed by @reelmolesworth to the effect that MATRON is a dead ringer for Caitlyn JENNER. He may have a point.  _URL 
1643,0,Did you know that 'Caitlyn Jenner' was Trending Topic on Thursday 20 for 5 hours in Washington?  _URL  #trndnl
1644,0,"""Director's Cut Blog | """"Ellen"""" Kicks Off 13th Season with Caitlyn Jenner on Channel 3. DETAILS:  _URL   _URL """
1645,0,ENTERTAINMENT:Caitlyn Jenner may debut as runway model: Caityln Jenner may walk the runway at the upcoming New..  _URL 
1646,0,Ellen DeGeneres sits down with Caitlyn Jenner Tuesday! #EllenShow #IamCait  _URL 
1647,0,"""Ellen returns with new season Tuesday, interviews Caitlyn Jenner. WATCH PREVIEW:  _URL   _URL """
1648,0,"""Even though this is sad, I mean MANSLAUGHTER and CAITLYN JENNER in one sentence is the funniest shit ever.  _URL """
1649,0,"""Hillary Clinton, Caitlyn Jenner and Nobel Peace Prize winner Malala Yousafzai will kick off the 13th season of..  _URL """
1650,0,Holy shit my brother is the coolest 7th grader in the entire world. He literally defended Caitlyn Jenner in front of his entire class..
1651,0,"""I Am Cait: Why Caitlyn Jenner's Low Ratings Aren't All Bad News: Though E! may have had high hopes for the I Am Cait, which documents.."""
1652,0,I don't know about you but I'd fuck Caitlyn Jenner till Sunday and back
1653,0,"""I don't want trailer to jam me oh please, but how is Caitlyn Jenner changing the world pls.  _URL """
1654,0,I think it may take a women like Caitlyn Jenner to beat a man like Serena Williams. #USOpen2015 #VenusVsSerena
1655,0,"""If you tuned into Caitlyn Jenner's reality series """"I am Cait"""" on E! last night, you may have see one of our..  _URL """
1656,0,Imagine if you sat next to Caitlyn Jenner at like a restaurant .. I'd die
1657,0,In case anyone else wants to read the facts about Caitlyn Jenner's accident.  _URL 
1658,0,"""Is Caitlyn Jenner finally ready to put on a bathing suit?! In this Sunday's I Am Cait, the 65-year-old faces her fears about wearing a"""
1659,0,"""Is Caitlyn Jenner more attracted to men or women? On this Sunday's episode of I Am Cait, the 65-year-old reality star is faced with that"""
1660,0,Is it ironic that Caitlyn Jenner may be charged with manslaughter? Or is that just a pun
1661,0,Isaia Sue Johnson as of 1:30 am August 10th has been declared the next Caitlyn Jenner.
1662,0,"""It may be hard to keep up with their busy lives, but Kendall and Caitlyn Jenner will always find time for each other.&amp;#160; Caitlyn shared"""
1663,0,"""It's only right to the victim/family, responsible driving: Caitlyn Jenner May Face Manslaughter Charge in Fatal Crash  _URL """
1664,0,John Waters recently pondered why we can't make fun of Caitlyn Jenner. I wonder the same. All's fair on Halloween!  _URL 
1665,0,"""Kentucky looked uglier than Caitlyn Jenner in the 2nd half, but a wins a win"""
1666,0,Kris and Caitlyn Jenner Meet for the 1st Time - AOL On  _URL 
1667,0,Kylie Jenner Kicks Off 18th Birthday Celebration with Family Dinner -- Including Kris and Caitlyn Jenner!: Cai..  _URL 
1668,0,"""Legal News | Caitlyn Jenner May Be Charged in Crash - Detectives and prosectors in Los Angeles, are working on the..  _URL """
1669,0,Let me blow your mind. The original writer of Friday Night Lights is the same author who wrote the Caitlyn Jenner cover story for VanityFair
1670,0,"""Let the romance rumors continue! In a sneak peek clip from this Sunday's brand new episode of I Am Cait, Caitlyn Jenner heads over to BFF"""
1671,0,May the people who wear the horribly transphobic Caitlyn Jenner costume choke on their candy corn this upcoming Halloween
1672,0,Oomf just tweeted we bring Wayne Rooney back from Belgium that his next goal may be when Caitlyn Jenner changes back to a man
1673,0,People may have their opinions on Caitlyn Jenner but this is just disrespectful. another thing gone too far  _URL 
1674,0,Photos: Wahala wa o!! Caitlyn Jenner wears a swimsuit in public for the 1st time  _URL  #USA #UK #DXB #Dubai #MyDubai #UAE
1675,0,Please may you favourite this if you think I actually look like Caitlyn Jenner?
1676,0,Sat in Starbucks listening to two transgender Americas talk about Caitlyn Jenner. As you can imagine it's interesting.
1677,0,So Caitlyn Jenner may be charged with manslaughter. Bruce you sly bastard you found a way into a female correctional facility! #MyHero
1678,0,"""So,they are saying that Caitlyn Jenner may be charged with Manslaughter. Can't she say that """"Bruce"""" was driving, not her? #CaitlynJenner"""
1679,0,"""The @JimmyKimmelLive Name That Celeb contest just refused Caitlyn Jenner as 'correct' answer, demanding Bruce instead. C'mon y'all. @glaad"""
1680,0,"""The moment Corey Gamble was sandwiched between Kris &amp; Caitlyn Jenner: During Kylie's 18th birthday party on Sunday, the night almost .."""
1681,0,This is the 2nd time Caitlyn Jenner has committed manslaughter #BruceJenner
1682,0,Tuesday 4pm. Ellen DeGeneres launches her new season with Caitlyn Jenner on NBC4. What would you like to hear..  _URL 
1683,0,"""Us Magazine Caitlyn Jenner Hits the Town in Tight Jeans, Minimal Makeup: Photo:  _URL  #news #May #Omg #NFB"""
1684,0,"""WLS Quick Look """" Caitlyn Jenner - 1st Public Reunion with Ex Wife #Selfie """"  _URL   _URL """
1685,0,Wendy Williams sat there and literally made transphobic comments about Caitlyn Jenner and yet you don't see anything wrong??
1686,0,What do you think of the outfit Caitlyn Jenner wore to Kylie's 18th?  _URL   _URL 
1687,0,What if Caitlyn Jenner is actually the worlds ultimate April Fools joke?
1688,0,What if Caitlyn Jenner is building up the greatest April fools prank of all time..? #StillADude ?
1689,0,"""`Traditionalist` Caitlyn Jenner tepid about gay marriage: Washington D.C, Sept 5 : Caitlyn Jenner may be an in..  _URL """
1690,0,that one time my grandma met Caitlyn Jenner for the 2ND TIME
1691,1,"""@InsideWestHamFC @freyaanne no she doesn't, but Caitlyn Jenner still has more bollocks than you sat behind that account"""
1692,1,@SLRF2015 @MichaelPfleger CAITLYN Jenner may have saved/helped mils of trans people around the globe.why can't you just be happy for her?
1693,1,"""@midnight #BadWeddingVows """"This may not be the time, but honey.. I'm seeing Caitlyn Jenner. Espresso's after the wedding still right?"""""
1694,1,"""@mikeFAIL haha """"the thing is good sir, tomorrow Caitlyn Jenner will be a woman, but you will still be an idiot.""""  _URL """
1695,1,@rqui Hello Robin I will be in New York on oct 2 and I'm a cancer survisor as well as a post op transwoman lets talk about Caitlyn Jenner
1696,1,Caitlyn Jenner dons shift dress with a leather jacket for Kylie's 18th birthday  _URL 
1697,1,"""Caitlyn Jenner may have become a woman later in life, but she is more woman than those who bash her on social media.."""
1698,1,Caitlyn Jenner on Ellen: I've got my 8th grandchild ready in the Oven. I automatically thought of The Visit. LOL
1699,1,Caitlyn Jenner was once a man but is now happier as a women and that's fine he may not be attractive but he is happy
1700,1,Caitlyn Jenner will appear on the Season 13 premiere of Ellen Tuesday.  _URL 
1701,1,Caitlyn Jenner's a new member of the T community -she is working for true self acceptance let's welcome her!  _URL 
1702,1,Ellen's 13th season premiere with Caitlyn Jenner. #ellen #caitlynjenner #theellenshow @Caitlyn_Jenner @TheEllenShow
1703,1,"""I think Caitlyn Jenner coming out was so important because it may have took a celebrity, but I think being trans will become acceptable when"""
1704,1,I think that Caitlyn Jenner may be the only woman in the world who is more emotional than I am. ROFLMAO! I love how genuine she is. #IAmCait
1705,1,"""If I get my C in health and social on my essay on the transgender community tomorrow , I will thank Caitlyn Jenner myself"""
1706,1,If I see any for you bitches making fun of Caitlyn Jenner you will get your ass beat by a little 5'3 girl :)  _URL 
1707,1,Is it me or Celine Dion and Caitlyn Jenner look alike? Yep! This is my kind of Sunday's question. Ok! I'm gone!
1708,1,LLB tomorrow. We niggas going Caitlyn Jenner on them tomorrow
1709,1,My mom has Intel that Caitlyn Jenner goes to the Starbucks down the road every morning. My brother is pleading to go tomorrow. That's my day
1710,1,"""No, Caitlyn Jenner may not be a war hero, but she's been such an inspiration to many young people who need someone like her to look up to."""
1711,1,"""Saw Caitlyn Jenner @Kathbum at the @edfringe today. She was hilarious. Nice to see @WeeMissBea there too, we have tickets for the 28th yay!"""
1712,1,Sunday is a sacred day bc that's when our lord &amp; savior Caitlyn Jenner has a new episode of #IAmCait
1713,1,Transgender is a difficult subject but it has been timed well with the Caitlyn Jenner thing so that may give it some appeal.
1714,1,"""emI Am Cait/em, the E! Entertainment reality show about Caitlyn Jenner, premieres Sunday night"""
1715,0,""".@JackAndJackReal """"Calibraska"""" official tracklisting the EP will be available July 24th  _URL """
1716,0,@Ashley_Isabela it may have been written it just probably wasn't completely finished or nobody knew about Calibraska yet
1717,0,@JackAndJackReal When you remember that Calibraska comes out tomorrow #CalibraskaEP  _URL 
1718,0,"""@JackJackJohnson you and gilinsky will make you give me 567 cardiac arrests, sun missing 4 days to Calibraska"""
1719,0,@JackJackJohnson calibraska isnt available in Vietnam yet and it's July 24th booii
1720,0,@jackgilinsky calibraska is 7th in Italy but no one can hear it because of the 'explicit' #CalibraskaEP  _URL 
1721,0,@johnsonsbanger @JackJackJohnson you never know. It may be a song lyric from one of their songs on Calibraska
1722,0,@sammywilk I doubt it was the sun you were probably blaring the Calibraska ep to loud
1723,0,Are you gonna buy Calibraska and have it on repeat while you cry tomorrow?  _URL 
1724,0,Bea's album tonight and then Calibraska tomorrow yall know who's gonna get turnt tf up #notanapology #CalibraksaEP
1725,0,Calibraska had gone down to 6th in the UK!! #CalibraksaEP
1726,0,Calibraska will probably come out tonight instead of tomorrow
1727,0,Click this link  _URL  and retweet that tweet if you want a chance to get gifted Calibraska!
1728,0,I go to the dentist and eye doctor on Friday. Promoting Calibraska.
1729,0,"""I wanna wait until Jack and Jack tweet out the link because when I look up Calibraska, it says it was released on July 31st"""
1730,0,I want 2 promote calibraska at Taylor swift tomorrow should I do it
1731,0,Imma promote the shit out of Calibraska in London Town tomorrow
1732,0,Jack and Jack if you see this I will dress as Miley Cyrus to my first day of college and blast Calibraska as promo  _URL 
1733,0,Me rn cause Calibraska comes out tomorrow in the U.S.  _URL 
1734,0,Not bashing on Calibraska because I liked it but true because so many girls are not here for the music.  _URL 
1735,0,Presuming Calibraska isn't going to be a pre-order anymore and will just drop 24th
1736,0,They said they'll try and get Jack and Jack on the line later today or tomorrow to talk about Calibraska!
1737,0,You're uncle should texted you get Calibraska - EP by Jack &amp; Jack  _URL   _URL 
1738,0,all of calibraska will be out on the 24th im cryinfhedjs im even less ready for this
1739,0,all the jack and jack girls ain't gonna have no chill when calibraska comes out tomorrow.
1740,0,currently trying to learn all the words to Calibraska so I know them for the show in November #CalibraskaEP
1741,0,if the song with jack and jack ft. alli simpson is on Calibraska I may have to brace myself and not download the EP
1742,0,lowkey scared that Calibraska wont be released in Australia bc it was meant to be released 3 hours ago when it turned Friday but it didnt..
1743,0,my iTunes is fucking up and isn't even letting me buy Calibraska so I'll definitely gift tomorrow or once I figure it out I'm sorry
1744,0,today's goanna be one loong ass day because Calibraska comes out tomorrow
1745,0,why does the release date for calibraska says july 31st on iTunes if it comes out tomorrow on the 24th ??
1746,1,'Wrong one' is probably my favourite in Calibraska because Dublin is mentioned in it ?? #CalibraskaEP I can't wait to see them in November!
1747,1,"""*calls off work monday* cant come in, calibraska just came out @JackJackJohnson @jackgilinsky"""
1748,1,100% sure i'll have the lyrics to every song on calibraska memorized by tomorrow
1749,1,@JackJackJohnson @jackgilinsky @JackAndJackReal calibraska is coming out tomorrow so excited get ready for it
1750,1,@JackJackJohnson @jackgilinsky I'm literally listening to Calibraska the 22nd time in a row no joke
1751,1,@JackJackJohnson @jackgilinsky just saw a lady in a straw hat and it reminded me of how calibraska comes out TOMORROW. im so proud of u guys
1752,1,@JackJackJohnson @jackgilinsky oml so this just happend 1st time ever but love you guys and Calibraska is bae asf  _URL 
1753,1,@jackjackjohnson @jackgilinsky Am i the only one EXCITED about Calibraska coming out July 24th?!  _URL 
